"SEQ","MOVEDATE","COMPOUNDPOS_FROM","COMPOUNDPOS_TO","UNITNR","LOCATION","SEQ","UNITTYPE","ADDRESS_CLIENT","MOVETYPE"
4116680,2021-02-04 07:31:00,"07.02.1","08.02.1",ATRU 310004 9,CTTROT,1860503,"22TK",$PCCGDY,InternalMoveLocations
4117952,2021-02-04 15:09:00,"08.02.1",TOUT,ATRU 310004 9,CTTROT,1860503,"22TK",$PCCGDY,Gate out train
4119057,2021-02-04 20:38:00,TOUT,,ATRU 310004 9,CTTROT,1860503,"22TK",$PCCGDY,Rotzooi
4116281,2021-02-03 19:45:00,,TRUCK,ATRU 330001 0,CTTROT,1860501,"26TK",$PCCGDY,Rotzooi
4116293,2021-02-03 19:56:00,TRUCK,"15.01.2",ATRU 330001 0,CTTROT,1860501,"26TK",$PCCGDY,Gate in truck
4116296,2021-02-03 19:57:00,"15.01.2","06.01.1",ATRU 330001 0,CTTROT,1860501,"26TK",$PCCGDY,InternalMoveLocations
4116297,2021-02-03 19:58:00,"06.01.1","08.01.1",ATRU 330001 0,CTTROT,1860501,"26TK",$PCCGDY,InternalMoveLocations
4116593,2021-02-04 07:02:00,"08.01.1","08.03.3",ATRU 330001 0,CTTROT,1860501,"26TK",$PCCGDY,InternalMoveLocations
4116686,2021-02-04 07:33:00,"08.03.3","08.02.2",ATRU 330001 0,CTTROT,1860501,"26TK",$PCCGDY,InternalMoveLocations
4117945,2021-02-04 15:07:00,"08.02.2",TOUT,ATRU 330001 0,CTTROT,1860501,"26TK",$PCCGDY,Gate out train
4119061,2021-02-04 20:38:00,TOUT,,ATRU 330001 0,CTTROT,1860501,"26TK",$PCCGDY,Rotzooi
4116314,2021-02-03 20:15:00,,TRUCK,ATRU 340000 4,CTTROT,1860506,"26TK",$PCCGDY,Rotzooi
4116328,2021-02-03 20:23:00,TRUCK,"31.06.1",ATRU 340000 4,CTTROT,1860506,"26TK",$PCCGDY,Gate in truck
4116387,2021-02-03 21:06:00,"31.06.1","35.01.1",ATRU 340000 4,CTTROT,1860506,"26TK",$PCCGDY,InternalMoveLocations
4118284,2021-02-04 16:18:00,"35.01.1",TOUT,ATRU 340000 4,CTTROT,1860506,"26TK",$PCCGDY,Gate out train
4119062,2021-02-04 20:38:00,TOUT,,ATRU 340000 4,CTTROT,1860506,"26TK",$PCCGDY,Rotzooi
4117473,2021-02-04 12:24:00,,TIN,ATVU 261017 5,CTTROT,1860780,"20TK",$PCCGDY,Rotzooi
4117757,2021-02-04 14:08:00,TIN,"44.06.1",ATVU 261017 5,CTTROT,1860780,"20TK",$PCCGDY,Gate in train
4117759,2021-02-04 14:09:00,"44.06.1","40.06.1",ATVU 261017 5,CTTROT,1860780,"20TK",$PCCGDY,InternalMoveLocations
4118350,2021-02-04 16:36:00,"40.06.1","36.06.1",ATVU 261017 5,CTTROT,1860780,"20TK",$PCCGDY,InternalMoveLocations
4118353,2021-02-04 16:36:00,"36.06.1","43.06.1",ATVU 261017 5,CTTROT,1860780,"20TK",$PCCGDY,InternalMoveLocations
4118531,2021-02-04 17:27:00,"43.06.1","35.05.2",ATVU 261017 5,CTTROT,1860780,"20TK",$PCCGDY,InternalMoveLocations
4118814,2021-02-04 18:44:00,"35.05.2","31.05.2",ATVU 261017 5,CTTROT,1860780,"20TK",$PCCGDY,InternalMoveLocations
4117039,2021-02-04 09:44:00,"49.09.4","50.09.3",ATVU 261021 5,CTTROT,1858606,"20TK",$PCCGDY,InternalMoveLocations
4118524,2021-02-04 17:25:00,"50.09.3",,ATVU 261021 5,CTTROT,1858606,"20TK",$PCCGDY,Rotzooi
4119473,2021-02-05 08:43:00,,TRUCK,ATVU 261021 5,CTTROT,1861235,"20TK",$PCCGDY,Rotzooi
4119505,2021-02-05 08:49:00,TRUCK,"22.02.1",ATVU 261021 5,CTTROT,1861235,"20TK",$PCCGDY,Gate in truck
4121481,2021-02-05 19:38:00,"22.02.1",TOUT,ATVU 261021 5,CTTROT,1861235,"20TK",$PCCGDY,Gate out train
4121653,2021-02-05 21:28:00,TOUT,,ATVU 261021 5,CTTROT,1861235,"20TK",$PCCGDY,Rotzooi
4115663,2021-02-03 14:53:00,"17.14.1",,BAFU 135698 0,CTTROT,1859256,"26TK",$PCCGDY,Rotzooi
4118054,2021-02-04 15:26:00,,TRUCK,BAFU 135698 0,CTTROT,1861013,"26TK",$PCCGDY,Rotzooi
4118076,2021-02-04 15:33:00,TRUCK,"06.15.1",BAFU 135698 0,CTTROT,1861013,"26TK",$PCCGDY,Gate in truck
4119924,2021-02-05 10:44:00,"06.15.1","09.15.1",BAFU 135698 0,CTTROT,1861013,"26TK",$PCCGDY,InternalMoveLocations
4121607,2021-02-05 21:02:00,"09.15.1","47.06.1",BAFU 135698 0,CTTROT,1861013,"26TK",$PCCGDY,InternalMoveLocations
4121614,2021-02-05 21:07:00,"47.06.1",TOUT,BAFU 135698 0,CTTROT,1861013,"26TK",$PCCGDY,Gate out train
4121839,2021-02-05 23:19:00,TOUT,,BAFU 135698 0,CTTROT,1861013,"26TK",$PCCGDY,Rotzooi
4117466,2021-02-04 12:24:00,,TIN,BEAU 205844 1,CTTROT,1860773,"20DV",$PCCGDY,Rotzooi
4117825,2021-02-04 14:14:00,TIN,"10.07.1",BEAU 205844 1,CTTROT,1860773,"20DV",$PCCGDY,Gate in train
4118187,2021-02-04 16:01:00,"10.07.1",STOP5,BEAU 205844 1,CTTROT,1860773,"20DV",$PCCGDY,Rotzooi
4118876,2021-02-04 19:10:00,STOP5,,BEAU 205844 1,CTTROT,1860773,"20DV",$PCCGDY,Rotzooi
4119165,2021-02-05 06:33:00,,TIN,BEAU 249307 4,CTTROT,1861162,"20DV",$CONTBA,Rotzooi
4119176,2021-02-05 06:44:00,TIN,"10.02.1",BEAU 249307 4,CTTROT,1861162,"20DV",$CONTBA,Gate in train
4119662,2021-02-05 09:47:00,STOP5,,BEAU 457760 0,CTTROT,1859548,"40HC",CTT,Rotzooi
4115232,2021-02-03 11:41:00,,TRUCK,BEAU 581315 0,CTTROT,1860244,"40HC",$CONTBA,Rotzooi
4115243,2021-02-03 11:48:00,TRUCK,"30.06.1",BEAU 581315 0,CTTROT,1860244,"40HC",$CONTBA,Gate in truck
4115423,2021-02-03 13:15:00,"30.06.1","31.03.1",BEAU 581315 0,CTTROT,1860244,"40HC",$CONTBA,InternalMoveLocations
4116625,2021-02-04 07:14:00,"31.03.1","31.02.1",BEAU 581315 0,CTTROT,1860244,"40HC",$CONTBA,InternalMoveLocations
4119277,2021-02-05 07:38:00,"31.02.1",TOUT,BEAU 581315 0,CTTROT,1860244,"40HC",$CONTBA,Gate out train
4119557,2021-02-05 09:10:00,TOUT,,BEAU 581315 0,CTTROT,1860244,"40HC",$CONTBA,Rotzooi
4114277,2021-02-03 06:37:00,"07.10.1","12.10.3",BGBU 080263 7,CTTROT,1859419,"20TK",$PCCGDY,InternalMoveLocations
4116011,2021-02-03 16:53:00,"12.10.3","32.07.1",BGBU 080263 7,CTTROT,1859419,"20TK",$PCCGDY,InternalMoveLocations
4116280,2021-02-03 19:44:00,"32.07.1",TOUT,BGBU 080263 7,CTTROT,1859419,"20TK",$PCCGDY,Gate out train
4116446,2021-02-03 22:34:00,TOUT,,BGBU 080263 7,CTTROT,1859419,"20TK",$PCCGDY,Rotzooi
4115237,2021-02-03 11:44:00,"28.09.3",,BGBU 505141 5,CTTROT,1847234,"20TK",$BDPMOM,Rotzooi
4118490,2021-02-04 17:15:00,"03.10.1",,BGBU 505628 0,CTTROT,1857629,"20TK",$SCHEPA,Rotzooi
4115335,2021-02-03 12:28:00,"14.05.2",,BGBU 508183 1,CTTROT,1847909,"20TK",$BDPMOM,Rotzooi
4117673,2021-02-04 13:39:00,"04.09.3","10.09.2",BGBU 508553 9,CTTROT,1859672,"20TK",$SCHEPA,InternalMoveLocations
4121411,2021-02-05 18:36:00,"10.09.2",,BGBU 508553 9,CTTROT,1859672,"20TK",$SCHEPA,Rotzooi
4124685,2021-02-09 07:20:00,"09.11.1",,BGBU 510144 0,CTTROT,1859805,"20TK",$SCHEPA,Rotzooi
4120518,2021-02-05 13:41:00,"26.12.4","24.13.2",BGBU 510162 4,CTTROT,1856447,"20TK",$BDPMOM,InternalMoveLocations
4116797,2021-02-04 08:15:00,"23.04.1","29.05.2",BGBU 510572 2,CTTROT,1859440,"20TK",$BDPMOM,InternalMoveLocations
4118865,2021-02-04 19:08:00,"29.05.2","30.05.2",BGBU 510572 2,CTTROT,1859440,"20TK",$BDPMOM,InternalMoveLocations
4124360,2021-02-08 17:50:00,"30.05.2",,BGBU 510572 2,CTTROT,1859440,"20TK",$BDPMOM,Rotzooi
4122975,2021-02-08 06:53:00,"04.11.1",,BGBU 511217 2,CTTROT,1857630,"20TK",$SCHEPA,Rotzooi
4123968,2021-02-08 14:50:00,"11.10.1",,BGBU 511756 0,CTTROT,1859824,"20TK",$SCHEPA,Rotzooi
4122021,2021-02-06 10:31:00,,TIN,BGBU 512759 4,CTTROT,1861897,"20TK",$PCCGDY,Rotzooi
4122267,2021-02-06 14:38:00,TIN,"47.06.1",BGBU 512759 4,CTTROT,1861897,"20TK",$PCCGDY,Gate in train
4122796,2021-02-07 13:11:00,"47.06.1","50.09.3",BGBU 512759 4,CTTROT,1861897,"20TK",$PCCGDY,InternalMoveLocations
4124373,2021-02-08 17:56:00,"50.09.3",,BGBU 512759 4,CTTROT,1861897,"20TK",$PCCGDY,Rotzooi
4120936,2021-02-05 15:46:00,"36.09.4","32.09.3",BGBU 513458 8,CTTROT,1859765,"20TK",$SCHEPA,InternalMoveLocations
4114375,2021-02-03 07:22:00,,BIN,BGBU 515094 8,CTTROT,1859978,"20TK",$BDPMOM,Rotzooi
4114530,2021-02-03 08:02:00,BIN,TERM,BGBU 515094 8,CTTROT,1859978,"20TK",$BDPMOM,Gate in barge
4114610,2021-02-03 08:21:00,TERM,"21.13.3",BGBU 515094 8,CTTROT,1859978,"20TK",$BDPMOM,InternalMoveLocations
4115679,2021-02-03 14:59:00,"21.13.3","18.13.3",BGBU 515094 8,CTTROT,1859978,"20TK",$BDPMOM,InternalMoveLocations
4124019,2021-02-08 15:14:00,"18.13.3","21.13.3",BGBU 515094 8,CTTROT,1859978,"20TK",$BDPMOM,InternalMoveLocations
4116756,2021-02-04 08:04:00,"47.05.2","35.05.1",BGBU 515720 1,CTTROT,1848211,"20TK",$BDPMOM,InternalMoveLocations
4117337,2021-02-04 11:34:00,"35.05.1",,BGBU 515720 1,CTTROT,1848211,"20TK",$BDPMOM,Rotzooi
4125078,2021-02-09 11:20:00,,BIN,BGFU 971529 2,CTTROT,1862562,"45PW",$PCCGDY,Rotzooi
4116860,2021-02-04 08:35:00,"45.02.1","43.03.1",BGFU 971717 1,CTTROT,1859611,"45PW",$PCCGDY,InternalMoveLocations
4118059,2021-02-04 15:28:00,"43.03.1",TOUT,BGFU 971717 1,CTTROT,1859611,"45PW",$PCCGDY,Gate out train
4119077,2021-02-04 20:39:00,TOUT,,BGFU 971717 1,CTTROT,1859611,"45PW",$PCCGDY,Rotzooi
4118067,2021-02-04 15:31:00,"43.02.1",TOUT,BGFU 972135 6,CTTROT,1859608,"45PW",$PCCGDY,Gate out train
4119075,2021-02-04 20:39:00,TOUT,,BGFU 972135 6,CTTROT,1859608,"45PW",$PCCGDY,Rotzooi
4125083,2021-02-09 11:22:00,,BIN,BGFU 972162 8,CTTROT,1862567,"45PW",$PCCGDY,Rotzooi
4125089,2021-02-09 11:24:00,BIN,TERM,BGFU 972162 8,CTTROT,1862567,"45PW",$PCCGDY,Gate in barge
4116014,2021-02-03 16:54:00,"43.01.2","43.02.3",BGFU 972176 2,CTTROT,1859609,"45PW",$PCCGDY,InternalMoveLocations
4116358,2021-02-03 20:37:00,"43.02.3","43.01.2",BGFU 972176 2,CTTROT,1859609,"45PW",$PCCGDY,InternalMoveLocations
4118033,2021-02-04 15:20:00,"43.01.2",TOUT,BGFU 972176 2,CTTROT,1859609,"45PW",$PCCGDY,Gate out train
4119076,2021-02-04 20:39:00,TOUT,,BGFU 972176 2,CTTROT,1859609,"45PW",$PCCGDY,Rotzooi
4116016,2021-02-03 16:55:00,"43.01.1",TOUT,BGFU 972357 5,CTTROT,1859610,"45PW",$PCCGDY,Gate out train
4116466,2021-02-03 22:34:00,TOUT,,BGFU 972357 5,CTTROT,1859610,"45PW",$PCCGDY,Rotzooi
4125079,2021-02-09 11:20:00,,BIN,BGFU 973211 3,CTTROT,1862563,"45PW",$PCCGDY,Rotzooi
4125095,2021-02-09 11:28:00,BIN,TERM,BGFU 973211 3,CTTROT,1862563,"45PW",$PCCGDY,Gate in barge
4116853,2021-02-04 08:33:00,"45.02.2","43.02.2",BGFU 973300 1,CTTROT,1859607,"45PW",$PCCGDY,InternalMoveLocations
4118047,2021-02-04 15:24:00,"43.02.2",TOUT,BGFU 973300 1,CTTROT,1859607,"45PW",$PCCGDY,Gate out train
4119074,2021-02-04 20:39:00,TOUT,,BGFU 973300 1,CTTROT,1859607,"45PW",$PCCGDY,Rotzooi
4115538,2021-02-03 14:04:00,,TRUCK,BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,Rotzooi
4115554,2021-02-03 14:11:00,TRUCK,"13.01.2",BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,Gate in truck
4116639,2021-02-04 07:21:00,"13.01.2","12.02.1",BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,InternalMoveLocations
4119204,2021-02-05 07:05:00,"12.02.1","16.06.2",BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,InternalMoveLocations
4119209,2021-02-05 07:06:00,"16.06.2","12.06.1",BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,InternalMoveLocations
4119237,2021-02-05 07:18:00,"12.06.1","42.06.2",BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,InternalMoveLocations
4119284,2021-02-05 07:40:00,"42.06.2","40.06.3",BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,InternalMoveLocations
4119316,2021-02-05 07:55:00,"40.06.3",TOUT,BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,Gate out train
4119558,2021-02-05 09:10:00,TOUT,,BIDU 490257 4,CTTROT,1860322,"20TK",$CONTBA,Rotzooi
4115382,2021-02-03 12:53:00,,TRUCK,BIDU 490273 8,CTTROT,1860283,"20TK",$CONTBA,Rotzooi
4115388,2021-02-03 12:57:00,TRUCK,"13.01.1",BIDU 490273 8,CTTROT,1860283,"20TK",$CONTBA,Gate in truck
4116640,2021-02-04 07:21:00,"13.01.1","12.02.2",BIDU 490273 8,CTTROT,1860283,"20TK",$CONTBA,InternalMoveLocations
4119185,2021-02-05 06:53:00,"12.02.2","12.06.1",BIDU 490273 8,CTTROT,1860283,"20TK",$CONTBA,InternalMoveLocations
4119191,2021-02-05 06:57:00,"12.06.1","37.06.1",BIDU 490273 8,CTTROT,1860283,"20TK",$CONTBA,InternalMoveLocations
4119194,2021-02-05 07:00:00,"37.06.1","43.01.1",BIDU 490273 8,CTTROT,1860283,"20TK",$CONTBA,InternalMoveLocations
4119313,2021-02-05 07:54:00,"43.01.1",TOUT,BIDU 490273 8,CTTROT,1860283,"20TK",$CONTBA,Gate out train
4119559,2021-02-05 09:10:00,TOUT,,BIDU 490273 8,CTTROT,1860283,"20TK",$CONTBA,Rotzooi
4123903,2021-02-08 14:01:00,,TRUCK,BIDU 490345 7,CTTROT,1862280,"20TK",$CONTBA,Rotzooi
4123910,2021-02-08 14:06:00,TRUCK,"27.05.1",BIDU 490345 7,CTTROT,1862280,"20TK",$CONTBA,Gate in truck
4119631,2021-02-05 09:34:00,,TRUCK,BIDU 490364 7,CTTROT,1861268,"20TK",$CONTBA,Rotzooi
4119647,2021-02-05 09:40:00,TRUCK,"24.02.2",BIDU 490364 7,CTTROT,1861268,"20TK",$CONTBA,Gate in truck
4122821,2021-02-07 13:27:00,"24.02.2",TOUT,BIDU 490364 7,CTTROT,1861268,"20TK",$CONTBA,Gate out train
4114246,2021-02-03 06:16:00,"39.05.3",TOUT,BIDU 490387 9,CTTROT,1858887,"20TK",$CONTBA,Gate out train
4114775,2021-02-03 09:12:00,TOUT,,BIDU 490387 9,CTTROT,1858887,"20TK",$CONTBA,Rotzooi
4116003,2021-02-03 16:50:00,"10.01.2",TOUT,BIDU 490632 7,CTTROT,1859463,"20TK",$PCCGDY,Gate out train
4116444,2021-02-03 22:34:00,TOUT,,BIDU 490632 7,CTTROT,1859463,"20TK",$PCCGDY,Rotzooi
4120611,2021-02-05 14:08:00,,TRUCK,BIDU 490682 0,CTTROT,1861583,"20TK",$PCCGDY,Rotzooi
4120640,2021-02-05 14:19:00,TRUCK,"31.07.1",BIDU 490682 0,CTTROT,1861583,"20TK",$PCCGDY,Gate in truck
4120887,2021-02-05 15:30:00,"31.07.1","31.06.3",BIDU 490682 0,CTTROT,1861583,"20TK",$PCCGDY,InternalMoveLocations
4121452,2021-02-05 19:11:00,"31.06.3","34.01.1",BIDU 490682 0,CTTROT,1861583,"20TK",$PCCGDY,InternalMoveLocations
4121764,2021-02-05 22:19:00,"34.01.1","35.01.1",BIDU 490682 0,CTTROT,1861583,"20TK",$PCCGDY,InternalMoveLocations
4121334,2021-02-05 18:18:00,,TIN,BIDU 491210 3,CTTROT,1861741,"20TK",$PCCGDY,Rotzooi
4121596,2021-02-05 20:50:00,TIN,"19.07.2",BIDU 491210 3,CTTROT,1861741,"20TK",$PCCGDY,Gate in train
4121712,2021-02-05 21:31:00,"19.07.2","37.10.2",BIDU 491210 3,CTTROT,1861741,"20TK",$PCCGDY,InternalMoveLocations
4123518,2021-02-08 10:45:00,"37.10.2","35.10.3",BIDU 491210 3,CTTROT,1861741,"20TK",$PCCGDY,InternalMoveLocations
4124871,2021-02-09 09:24:00,"35.10.3",,BIDU 491210 3,CTTROT,1861741,"20TK",$PCCGDY,Rotzooi
4117468,2021-02-04 12:24:00,,TIN,BIDU 491298 9,CTTROT,1860775,"20TK",$PCCGDY,Rotzooi
4117847,2021-02-04 14:22:00,TIN,"47.07.1",BIDU 491298 9,CTTROT,1860775,"20TK",$PCCGDY,Gate in train
4117929,2021-02-04 15:04:00,"47.07.1","34.10.1",BIDU 491298 9,CTTROT,1860775,"20TK",$PCCGDY,InternalMoveLocations
4117931,2021-02-04 15:04:00,"34.10.1","35.10.1",BIDU 491298 9,CTTROT,1860775,"20TK",$PCCGDY,InternalMoveLocations
4120647,2021-02-05 14:22:00,"35.10.1",,BIDU 491298 9,CTTROT,1860775,"20TK",$PCCGDY,Rotzooi
4124853,2021-02-09 09:14:00,,TRUCK,BIDU 491501 5,CTTROT,1862493,"20TK",$PCCGDY,Rotzooi
4124869,2021-02-09 09:23:00,TRUCK,"36.02.2",BIDU 491501 5,CTTROT,1862493,"20TK",$PCCGDY,Gate in truck
4114780,2021-02-03 09:13:00,"36.10.3",,BIDU 491704 4,CTTROT,1859280,"20TK",$PCCGDY,Rotzooi
4116229,2021-02-03 18:59:00,"23.02.1",TOUT,BIDU 492013 5,CTTROT,1859364,"20TK",$PCCGDY,Gate out train
4116445,2021-02-03 22:34:00,TOUT,,BIDU 492013 5,CTTROT,1859364,"20TK",$PCCGDY,Rotzooi
4121135,2021-02-05 17:01:00,,TRUCK,BIDU 492432 0,CTTROT,1861674,"25TK",$PCCGDY,Rotzooi
4121150,2021-02-05 17:07:00,TRUCK,"42.06.2",BIDU 492432 0,CTTROT,1861674,"25TK",$PCCGDY,Gate in truck
4121309,2021-02-05 18:11:00,"42.06.2","44.04.2",BIDU 492432 0,CTTROT,1861674,"25TK",$PCCGDY,InternalMoveLocations
4122275,2021-02-06 14:43:00,"44.04.2",TOUT,BIDU 492432 0,CTTROT,1861674,"25TK",$PCCGDY,Gate out train
4122890,2021-02-07 14:40:00,TOUT,,BIDU 492432 0,CTTROT,1861674,"25TK",$PCCGDY,Rotzooi
4115998,2021-02-03 16:49:00,"49.13.2","47.14.1",BIDU 492474 2,CTTROT,1859564,"25TK",$PCCGDY,InternalMoveLocations
4116675,2021-02-04 07:30:00,"47.14.1","48.14.2",BIDU 492474 2,CTTROT,1859564,"25TK",$PCCGDY,InternalMoveLocations
4118767,2021-02-04 18:26:00,"48.14.2",,BIDU 492474 2,CTTROT,1859564,"25TK",$PCCGDY,Rotzooi
4123289,2021-02-08 09:03:00,,TRUCK,BIDU 492668 4,CTTROT,1862171,"20TK",$PCCGDY,Rotzooi
4123302,2021-02-08 09:11:00,TRUCK,"41.06.1",BIDU 492668 4,CTTROT,1862171,"20TK",$PCCGDY,Gate in truck
4123394,2021-02-08 09:33:00,"41.06.1","39.01.1",BIDU 492668 4,CTTROT,1862171,"20TK",$PCCGDY,InternalMoveLocations
4116034,2021-02-03 17:05:00,,TRUCK,BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,Rotzooi
4116052,2021-02-03 17:17:00,TRUCK,"42.07.1",BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,Gate in truck
4116060,2021-02-03 17:21:00,"42.07.1","42.06.1",BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,InternalMoveLocations
4116337,2021-02-03 20:34:00,"42.06.1","40.01.1",BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,InternalMoveLocations
4119203,2021-02-05 07:04:00,"40.01.1","41.06.1",BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,InternalMoveLocations
4119207,2021-02-05 07:06:00,"41.06.1","42.06.1",BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,InternalMoveLocations
4119285,2021-02-05 07:41:00,"42.06.1","15.07.1",BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,InternalMoveLocations
4119305,2021-02-05 07:50:00,"15.07.1",TOUT,BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,Gate out train
4119556,2021-02-05 09:10:00,TOUT,,BIDU 492965 7,CTTROT,1860448,"20TK",$CONTBA,Rotzooi
4115175,2021-02-03 11:16:00,STOP5,,BIDU 495336 0,CTTROT,1858574,"23TK",$PCCGDY,Rotzooi
4115016,2021-02-03 10:29:00,,TRUCK,BIDU 495425 9,CTTROT,1860190,"23TK",$SHUTRO,Rotzooi
4115040,2021-02-03 10:33:00,TRUCK,"18.13.1",BIDU 495425 9,CTTROT,1860190,"23TK",$SHUTRO,Gate in truck
4122039,2021-02-06 10:31:00,,TIN,BIDU 495660 5,CTTROT,1861915,"24TK",$PCCGDY,Rotzooi
4122176,2021-02-06 13:19:00,TIN,"19.06.3",BIDU 495660 5,CTTROT,1861915,"24TK",$PCCGDY,Gate in train
4122209,2021-02-06 14:09:00,"19.06.3","44.13.2",BIDU 495660 5,CTTROT,1861915,"24TK",$PCCGDY,InternalMoveLocations
4115189,2021-02-03 11:23:00,"46.10.3",,BIDU 496305 5,CTTROT,1859277,"20TK",$PCCGDY,Rotzooi
4115058,2021-02-03 10:40:00,"38.10.2",,BIDU 496362 5,CTTROT,1858959,"20TK",$PCCGDY,Rotzooi
4124065,2021-02-08 15:33:00,,TRUCK,BIDU 496371 2,CTTROT,1862325,"20TK",$PCCGDY,Rotzooi
4124076,2021-02-08 15:41:00,TRUCK,"24.02.1",BIDU 496371 2,CTTROT,1862325,"20TK",$PCCGDY,Gate in truck
4116021,2021-02-03 16:58:00,"36.02.2","38.02.1",BIDU 496379 6,CTTROT,1859708,"20TK",$PCCGDY,InternalMoveLocations
4116591,2021-02-04 07:02:00,"38.02.1","31.01.2",BIDU 496379 6,CTTROT,1859708,"20TK",$PCCGDY,InternalMoveLocations
4118172,2021-02-04 15:57:00,"31.01.2",TOUT,BIDU 496379 6,CTTROT,1859708,"20TK",$PCCGDY,Gate out train
4119049,2021-02-04 20:38:00,TOUT,,BIDU 496379 6,CTTROT,1859708,"20TK",$PCCGDY,Rotzooi
4123668,2021-02-08 12:08:00,,TRUCK,BIDU 497390 0,CTTROT,1862238,"20TK",$PCCGDY,Rotzooi
4123686,2021-02-08 12:17:00,TRUCK,"28.02.2",BIDU 497390 0,CTTROT,1862238,"20TK",$PCCGDY,Gate in truck
4124504,2021-02-08 18:47:00,"28.02.2","25.01.2",BIDU 497390 0,CTTROT,1862238,"20TK",$PCCGDY,InternalMoveLocations
4123494,2021-02-08 10:30:00,,TRUCK,BIDU 498074 6,CTTROT,1862198,"23TK",$PCCGDY,Rotzooi
4123506,2021-02-08 10:37:00,TRUCK,"25.02.2",BIDU 498074 6,CTTROT,1862198,"23TK",$PCCGDY,Gate in truck
4123507,2021-02-08 10:38:00,"25.02.2","25.01.1",BIDU 498074 6,CTTROT,1862198,"23TK",$PCCGDY,InternalMoveLocations
4124636,2021-02-09 06:58:00,,TRUCK,BIDU 498167 6,CTTROT,1862446,"23TK",$SHUTRO,Rotzooi
4124650,2021-02-09 07:06:00,TRUCK,"08.02.1",BIDU 498167 6,CTTROT,1862446,"23TK",$SHUTRO,Gate in truck
4124651,2021-02-09 07:06:00,"08.02.1","06.05.1",BIDU 498167 6,CTTROT,1862446,"23TK",$SHUTRO,InternalMoveLocations
4121349,2021-02-05 18:19:00,,TIN,BIDU 498860 2,CTTROT,1861756,"26TK",$PCCGDY,Rotzooi
4121456,2021-02-05 19:16:00,TIN,,BIDU 498860 2,CTTROT,1861756,"26TK",$PCCGDY,Rotzooi
4115099,2021-02-03 10:55:00,STOP5,,BIDU 590424 7,CTTROT,1858573,"23TK",$PCCGDY,Rotzooi
4116002,2021-02-03 16:50:00,"49.14.3","47.14.2",BIDU 590442 1,CTTROT,1859263,"25TK",$PCCGDY,InternalMoveLocations
4116244,2021-02-03 19:14:00,"47.14.2",,BIDU 590442 1,CTTROT,1859263,"25TK",$PCCGDY,Rotzooi
4117005,2021-02-04 09:29:00,,TRUCK,BIDU 590442 1,CTTROT,1860623,"25TK",$PCCGDY,Rotzooi
4117011,2021-02-04 09:34:00,TRUCK,"23.03.1",BIDU 590442 1,CTTROT,1860623,"25TK",$PCCGDY,Gate in truck
4118790,2021-02-04 18:34:00,"08.03.1","08.05.1",BIDU 590442 1,CTTROT,1860623,"25TK",$PCCGDY,InternalMoveLocations
4118789,2021-02-04 18:34:00,"23.03.1","08.03.1",BIDU 590442 1,CTTROT,1860623,"25TK",$PCCGDY,InternalMoveLocations
4118887,2021-02-04 19:17:00,"08.05.1","08.03.1",BIDU 590442 1,CTTROT,1860623,"25TK",$PCCGDY,InternalMoveLocations
4122280,2021-02-06 14:48:00,"08.03.1",TOUT,BIDU 590442 1,CTTROT,1860623,"25TK",$PCCGDY,Gate out train
4122889,2021-02-07 14:40:00,TOUT,,BIDU 590442 1,CTTROT,1860623,"25TK",$PCCGDY,Rotzooi
4124392,2021-02-08 18:08:00,,TRUCK,BIDU 590447 9,CTTROT,1862397,"23TK",$SHUTRO,Rotzooi
4124432,2021-02-08 18:22:00,TRUCK,"18.12.1",BIDU 590447 9,CTTROT,1862397,"23TK",$SHUTRO,Gate in truck
4123433,2021-02-08 10:00:00,,TRUCK,BMOU 568593 8,CTTROT,1862185,"40HC",CTT,Rotzooi
4123449,2021-02-08 10:10:00,TRUCK,"17.06.2",BMOU 568593 8,CTTROT,1862185,"40HC",CTT,Gate in truck
4123532,2021-02-08 10:52:00,"17.06.2","13.04.2",BMOU 568593 8,CTTROT,1862185,"40HC",CTT,InternalMoveLocations
4124091,2021-02-08 15:51:00,"13.04.2","15.04.1",BMOU 568593 8,CTTROT,1862185,"40HC",CTT,InternalMoveLocations
4119709,2021-02-05 10:01:00,,TIN,BMOU 653582 4,CTTROT,1861295,"40HC",$CONTBA,Rotzooi
4119734,2021-02-05 10:04:00,TIN,"09.04.3",BMOU 653582 4,CTTROT,1861295,"40HC",$CONTBA,Gate in train
