NRAXES,MAXTEU,CALLCODE,WAGTYPE,WPOS,WAGON,UNNR,UNKLASSE,UNITWEIGHTNETT,UNITTYPE,UNITSEQUENCE,TRACK,TEUS,TERMINALWEIGHTNETT,TARE,SIZEFT,STARTPOSITION,SEQ,PAYLOAD,MOVETYPE,LOCATION,LEN,CONTAINERTARRA,CONTAINERNUMBER,COMPOUNDPOS,PRIOCONTAINER,PRIORITY,TravelDistance Value,Train Split Value,Reversed Value
,,CTTROT20210217POL,,,,,,,,2965608,,,,,,,366572,,,,,,,,DHIU 064159 4,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965610,,,,,,,366572,,,,,,,,PCVU 931007 0,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965613,,,,,,,366572,,,,,,,,DHIU 085034 1,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965614,,,,,,,366572,,,,,,,,EXFU 878506 0,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965624,,,,,,,366572,,,,,,,,NWBU 103507 2,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965625,,,,,,,366572,,,,,,,,TWSU 971328 5,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965626,,,,,,,366572,,,,,,,,SAIU 641169 1,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965629,,,,,,,366572,,,,,,,,WABU 775104 1,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965812,,,,,,,366572,,,,,,,,TDTU 786684 5,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965815,,,,,,,366572,,,,,,,,SEGU 812664 8,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965817,,,,,,,366572,,,,,,,,MEDU 264486 0,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965827,,,,,,,366572,,,,,,,,GCAU 795249 6,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965848,,,,,,,366572,,,,,,,,FOTU 843381 1,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965857,,,,,,,366572,,,,,,,,DHBU 317114 3,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965977,,,,,,,366572,,,,,,,,CMAU 176209 4,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2965978,,,,,,,366572,,,,,,,,GESU 304285 3,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2966044,,,,,,,366572,,,,,,,,SANU 750385 5,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2966049,,,,,,,366572,,,,,,,,SANU 799701 7,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2966285,,,,,,,366572,,,,,,,,HOYU 725008 6,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2966288,,,,,,,366572,,,,,,,,MEMU 132523 1,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2966466,,,,,,,366572,,,,,,,,TCLU 377104 1,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2967020,,,,,,,366572,,,,,,,,PCVU 260225 4,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2967024,,,,,,,366572,,,,,,,,PCVU 288024 0,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2967025,,,,,,,366572,,,,,,,,PCVU 260183 3,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2967075,,,,,,,366572,,,,,,,,EXFU 558714 3,1,221,11,1
,,CTTROT20210217POL,,,,,,,,2967076,,,,,,,366572,,,,,,,,HCHU 150903 2,1,221,11,1
,,CTTROT20210217POL,,,,,,0,20DV,2965496,,1,,,,,366572,,lader,CTTROT,,2300,TKRU 324559 4,,,,221,11,1
,,CTTROT20210217POL,,,,,,0,20TK,2966285,,1,,,,,366572,,lader,CTTROT,,4000,HOYU 725008 6,,,,221,11,1
,,CTTROT20210217POL,,,,,,0,20TK,2966288,,1,,,,,366572,,lader,CTTROT,,4000,MEMU 132523 1,,,,221,11,1
,,CTTROT20210217POL,,,,,,0,20TK,2967075,,1,,,,,366572,,lader,CTTROT,,4000,EXFU 558714 3,,,,221,11,1
,,CTTROT20210217POL,,,,,,0,20TK,2967076,,1,,,,,366572,,lader,CTTROT,,4000,HCHU 150903 2,,,,221,11,1
,,CTTROT20210217POL,,,,,,0,45PW,2966044,,2.25,,,,,366572,,lader,CTTROT,,4400,SANU 750385 5,,,,221,11,1
,,CTTROT20210217POL,,,,,,0,45PW,2966049,,2.25,,,,,366572,,lader,CTTROT,,4400,SANU 799701 7,,,,221,11,1
,,CTTROT20210217POL,,,,,,5720,45PW,2965488,,2.25,,,,,366572,,lader,CTTROT,,4400,EUCU 451695 4,,,,221,11,1
,,CTTROT20210217POL,,,,,,6682,20DV,2965438,,1,,,,,366572,,lader,CTTROT,,2300,ECMU 177901 6,,,,221,11,1
,,CTTROT20210217POL,,,,,,9821,45PW,2965494,,2.25,,,,,366572,,lader,CTTROT,,4400,EUCU 466061 6,,,,221,11,1
,,CTTROT20210217POL,,,,,,11884,40HC,2965475,,2,,,,,366572,,lader,CTTROT,,4200,SEGU 446107 8,,,,221,11,1
,,CTTROT20210217POL,,,,,,13520,40HC,2965478,,2,,,,,366572,,lader,CTTROT,,4200,APHU 688304 3,,,,221,11,1
,,CTTROT20210217POL,,,,,,17334,20DV,2965439,,1,,,,,366572,,lader,CTTROT,,2300,TKRU 319029 6,,,,221,11,1
,,CTTROT20210217POL,,,,,,17334,20DV,2965440,,1,,,,,366572,,lader,CTTROT,,2300,TKRU 315871 4,,,,221,11,1
,,CTTROT20210217POL,,,,,,17338,45PW,2965491,,2.25,,,,,366572,,lader,CTTROT,,4400,CNEU 451736 2,,,,221,11,1
,,CTTROT20210217POL,,,,,,17700,20DV,2965817,,1,,,,,366572,,lader,CTTROT,,2300,MEDU 264486 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,18422,45PW,2965492,,2.25,,,,,366572,,lader,CTTROT,,4400,PVDU 113144 8,,,,221,11,1
,,CTTROT20210217POL,,,,,,19646,45PW,2965486,,2.25,,,,,366572,,lader,CTTROT,,4400,PVDU 111497 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,19801,45PW,2965489,,2.25,,,,,366572,,lader,CTTROT,,4400,SANU 751704 1,,,,221,11,1
,,CTTROT20210217POL,,,,,,19934,20DV,2965977,,1,,,,,366572,,lader,CTTROT,,2300,CMAU 176209 4,,,,221,11,1
,,CTTROT20210217POL,,,,,,19934,20DV,2965978,,1,,,,,366572,,lader,CTTROT,,2300,GESU 304285 3,,,,221,11,1
,,CTTROT20210217POL,,,,,,20000,20TK,2965443,,1,,,,,366572,,lader,CTTROT,,4000,VODU 926837 8,,,,221,11,1
,,CTTROT20210217POL,,,,,,20000,30TK,2965629,,1.5,,,,,366572,,lader,CTTROT,,2800,WABU 775104 1,,,,221,11,1
,,CTTROT20210217POL,,,,,,21000,26TK,2965467,,1.3,,,,,366572,,lader,CTTROT,,4800,BAFU 135698 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,22440,45PW,2965493,,2.25,,,,,366572,,lader,CTTROT,,4400,TCLU 481946 9,,,,221,11,1
,,CTTROT20210217POL,,,,,,23000,20TK,2965437,,1,,,,,366572,,lader,CTTROT,,4000,BGBU 500805 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,23000,20TK,2965442,,1,,,,,366572,,lader,CTTROT,,4000,PCVU 260158 2,,,,221,11,1
,,CTTROT20210217POL,,,,,,23000,26TK,2965466,,1.3,,,,,366572,,lader,CTTROT,,4800,INGU 735080 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,23000,26TK,2965624,,1.3,,,,,366572,,lader,CTTROT,,4800,NWBU 103507 2,,,,221,11,1
,,CTTROT20210217POL,,,,,,23174,45PW,2965490,,2.25,,,,,366572,,lader,CTTROT,,4400,PVDU 113038 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,23218,30BU,2965470,,1.5,,,,,366572,,lader,CTTROT,,3300,ABEU 590061 5,,,,221,11,1
,,CTTROT20210217POL,,,,,,24000,20TK,2965593,,1,,,,,366572,,lader,CTTROT,,4000,NWBU 010527 8,,,,221,11,1
,,CTTROT20210217POL,,,,,,24000,20TK,2965827,,1,,,,,366572,,lader,CTTROT,,4000,GCAU 795249 6,,,,221,11,1
,,CTTROT20210217POL,,,,,,24000,22TK,2965610,,1.1,,,,,366572,,lader,CTTROT,,4800,PCVU 931007 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,24000,26TK,2965626,,1.3,,,,,366572,,lader,CTTROT,,4800,SAIU 641169 1,,,,221,11,1
,,CTTROT20210217POL,,,,,,24020,22TK,2965613,,1.1,,,,,366572,,lader,CTTROT,,4800,DHIU 085034 1,,,,221,11,1
,,CTTROT20210217POL,,,,,,24020,22TK,2965614,,1.1,,,,,366572,,lader,CTTROT,,4800,EXFU 878506 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,25000,22TK,2965608,,1.1,,,,,366572,,lader,CTTROT,,4800,DHIU 064159 4,,,,221,11,1
,,CTTROT20210217POL,,,,,,25000,30BU,2965471,,1.5,,,,,366572,,lader,CTTROT,,3300,ABEU 501284 6,,,,221,11,1
,,CTTROT20210217POL,,,,,,25160,20TK,2965456,,1,,,,,366572,,lader,CTTROT,,4000,ABEU 262802 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,25500,20TK,2967020,,1,,,,,366572,,lader,CTTROT,,4000,PCVU 260225 4,,,,221,11,1
,,CTTROT20210217POL,,,,,,25500,20TK,2967024,,1,,,,,366572,,lader,CTTROT,,4000,PCVU 288024 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,25520,20TK,2965594,,1,,,,,366572,,lader,CTTROT,,4000,SEGU 812672 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,25520,20TK,2965815,,1,,,,,366572,,lader,CTTROT,,4000,SEGU 812664 8,,,,221,11,1
,,CTTROT20210217POL,,,,,,25900,30BU,2965857,,1.5,0,,,,366572,,lader,CTTROT,,3300,DHBU 317114 3,18.08.1,,,221,11,1
,,CTTROT20210217POL,,,,,,25910,30BU,2965469,,1.5,,,,,366572,,lader,CTTROT,,3300,ABEU 590038 5,,,,221,11,1
,,CTTROT20210217POL,,,,,,25920,20DV,2965812,,1,,,,,366572,,lader,CTTROT,,2300,TDTU 786684 5,,,,221,11,1
,,CTTROT20210217POL,,,,,,26000,20TK,2965435,,1,,,,,366572,,lader,CTTROT,,4000,PCVU 250079 8,,,,221,11,1
,,CTTROT20210217POL,,,,,,26000,20TK,2967025,,1,,,,,366572,,lader,CTTROT,,4000,PCVU 260183 3,,,,221,11,1
,,CTTROT20210217POL,,,,,,26060,20DV,2965446,,1,,,,,366572,,lader,CTTROT,,2300,APZU 302191 6,,,,221,11,1
,,CTTROT20210217POL,,,,,,26060,20DV,2965447,,1,,,,,366572,,lader,CTTROT,,2300,IKSU 266413 5,,,,221,11,1
,,CTTROT20210217POL,,,,,,26060,20DV,2965448,,1,,,,,366572,,lader,CTTROT,,2300,ECMU 136114 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,26500,20TK,2965436,,1,,,,,366572,,lader,CTTROT,,4000,PCVU 260130 3,,,,221,11,1
,,CTTROT20210217POL,,,,,,26500,26TK,2965458,,1.3,,,,,366572,,lader,CTTROT,,4800,NWBU 103518 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,27000,26TK,2965625,,1.3,,,,,366572,,lader,CTTROT,,4800,TWSU 971328 5,,,,221,11,1
,,CTTROT20210217POL,,,,,,27880,20TK,2965457,,1,,,,,366572,,lader,CTTROT,,4000,ABEU 253191 4,,,,221,11,1
,,CTTROT20210217POL,,,,,,28000,20TK,2965605,,1,,,,,366572,,lader,CTTROT,,4000,BIDU 491789 3,,,,221,11,1
,,CTTROT20210217POL,,,,,,28000,26TK,2965459,,1.3,,,,,366572,,lader,CTTROT,,4800,ATRU 330001 0,,,,221,11,1
,,CTTROT20210217POL,,,,,,28000,30BU,2965468,,1.5,,,,,366572,,lader,CTTROT,,3300,ABEU 590126 8,,,,221,11,1
,,CTTROT20210217POL,,,,,,28340,20DV,2966466,,1,,,,,366572,,lader,CTTROT,,2300,TCLU 377104 1,,,,221,11,1
,,CTTROT20210217POL,,,,,,29000,26TK,2965848,,1.3,,,,,366572,,lader,CTTROT,,4800,FOTU 843381 1,,,,221,11,1
,,CTTROT20210217POL,,,,2078000,6.1,24000,20TK,2965445,,1,24150,,,,366572,,lader,CTTROT,,4000,HOYU 241964 0,24.15.3,,,221,11,1
,,CTTROT20210217POL,SGGNS,14,33884962313-1,,,,,,,,,,,,366572,,,,,,,,,,221,11,1
,,CTTROT20210217POL,SGGNS,18,33884961308-2,,,,,,,,,,,,366572,,,,,,,,,,221,11,1
,,CTTROT20210217POL,SGGNS,21,33884961427-0,,,,,,,,,,,,366572,,,,,,,,,,221,11,1
,,CTTROT20210217POL,SGGRSS,9,33884961618-4,,,,,,,,,,,,366572,,,,,,,,,,221,11,1
,,CTTROT20210217POL,SGGRSS,13,37804850170-4,,,,,,,,,,,,366572,,,,,,,,,,221,11,1
,,CTTROT20210217POL,SGMMNS,2,33684558422-4,,,,,,,,,,,,366572,,,,,,,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962786,,,,,,,366453,,,,,,,,XINU 116062 1,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962787,,,,,,,366453,,,,,,,,BIDU 491195 6,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962788,,,,,,,366453,,,,,,,,ABEU 263223 1,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962789,,,,,,,366453,,,,,,,,BIDU 491586 4,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962790,,,,,,,366453,,,,,,,,BIDU 496394 4,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962791,,,,,,,366453,,,,,,,,DHIU 877207 6,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962792,,,,,,,366453,,,,,,,,DHIU 062707 1,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962793,,,,,,,366453,,,,,,,,EXFU 876532 0,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962794,,,,,,,366453,,,,,,,,GCAU 797129 0,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962795,,,,,,,366453,,,,,,,,GCAU 777634 0,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962796,,,,,,,366453,,,,,,,,TWSU 271355 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962797,,,,,,,366453,,,,,,,,GCAU 797147 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962798,,,,,,,366453,,,,,,,,GCAU 797128 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962799,,,,,,,366453,,,,,,,,EUVU 941525 9,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962800,,,,,,,366453,,,,,,,,FOTU 843373 0,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962801,,,,,,,366453,,,,,,,,FOTU 143447 8,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962802,,,,,,,366453,,,,,,,,SAIU 641739 1,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962803,,,,,,,366453,,,,,,,,GCAU 781794 2,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962804,,,,,,,366453,,,,,,,,FOTU 543670 9,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962805,,,,,,,366453,,,,,,,,FOTU 543654 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962806,,,,,,,366453,,,,,,,,FOTU 543501 9,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962807,,,,,,,366453,,,,,,,,FOTU 143421 0,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962808,,,,,,,366453,,,,,,,,FOTU 843553 7,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962809,,,,,,,366453,,,,,,,,DHIU 062175 1,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962810,,,,,,,366453,,,,,,,,FOTU 143485 8,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962811,,,,,,,366453,,,,,,,,ABEU 290001 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962812,,,,,,,366453,,,,,,,,ABEU 290007 8,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962813,,,,,,,366453,,,,,,,,FOTU 843377 1,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962814,,,,,,,366453,,,,,,,,FOTU 543635 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962815,,,,,,,366453,,,,,,,,FOTU 143468 9,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962816,,,,,,,366453,,,,,,,,GCAU 781784 0,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962817,,,,,,,366453,,,,,,,,FOTU 143422 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962818,,,,,,,366453,,,,,,,,SAIU 641727 8,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962819,,,,,,,366453,,,,,,,,GCAU 777638 1,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962820,,,,,,,366453,,,,,,,,APHU 677449 0,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962821,,,,,,,366453,,,,,,,,CMAU 702433 3,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962822,,,,,,,366453,,,,,,,,CMAU 471298 6,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962823,,,,,,,366453,,,,,,,,TCLU 409014 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962824,,,,,,,366453,,,,,,,,CMAU 725853 7,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962825,,,,,,,366453,,,,,,,,ECMU 467319 9,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962826,,,,,,,366453,,,,,,,,APHU 630596 0,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962827,,,,,,,366453,,,,,,,,CMAU 630290 7,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962828,,,,,,,366453,,,,,,,,CMAU 492835 8,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962829,,,,,,,366453,,,,,,,,EGSU 911137 8,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962830,,,,,,,366453,,,,,,,,CNEU 454398 9,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962831,,,,,,,366453,,,,,,,,TKRU 320313 5,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962832,,,,,,,366453,,,,,,,,MCMU 735056 2,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2962834,,,,,,,366453,,,,,,,,MCMU 735068 6,1,221,11,1
,,CTTROT20210217POL-B,,,,,,,,2964301,,,,,,,366453,,,,,,,,DHIU 084221 7,1,221,11,1
,,CTTROT20210217POL-B,,,,,,0,20DV,2962831,,1,,,,,366453,,lader,CTTROT,,2300,TKRU 320313 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,0,23TK,2962832,,1.15,,,,,366453,,lader,CTTROT,,4800,MCMU 735056 2,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,0,23TK,2962834,,1.15,,,,,366453,,lader,CTTROT,,4800,MCMU 735068 6,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,3414,20DV,2962786,,1,,,,,366453,,lader,CTTROT,,2300,XINU 116062 1,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,5580,40HC,2962820,,2,,,,,366453,,lader,CTTROT,,4200,APHU 677449 0,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,10272,40HC,2962829,,2,,,,,366453,,lader,CTTROT,,4200,EGSU 911137 8,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,14351,40DV,2962825,,2,,,,,366453,,lader,CTTROT,,4000,ECMU 467319 9,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,14672,40HC,2962821,,2,,,,,366453,,lader,CTTROT,,4200,CMAU 702433 3,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,15125,40HC,2962822,,2,,,,,366453,,lader,CTTROT,,4200,CMAU 471298 6,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,15834,40HC,2962826,,2,,,,,366453,,lader,CTTROT,,4200,APHU 630596 0,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,15834,40HC,2962827,,2,,,,,366453,,lader,CTTROT,,4200,CMAU 630290 7,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,15875,40DV,2962823,,2,,,,,366453,,lader,CTTROT,,4000,TCLU 409014 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,16155,45PW,2962830,,2.25,,,,,366453,,lader,CTTROT,,4400,CNEU 454398 9,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,17055,40HC,2962824,,2,,,,,366453,,lader,CTTROT,,4200,CMAU 725853 7,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,17620,40HC,2962828,,2,,,,,366453,,lader,CTTROT,,4200,CMAU 492835 8,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,20000,20TK,2962788,,1,,,,,366453,,lader,CTTROT,,4000,ABEU 263223 1,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,23980,22TK,2962791,,1.1,,,,,366453,,lader,CTTROT,,4800,DHIU 877207 6,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,24000,22TK,2962792,,1.1,,,,,366453,,lader,CTTROT,,4800,DHIU 062707 1,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,24000,22TK,2962793,,1.1,,,,,366453,,lader,CTTROT,,4800,EXFU 876532 0,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,24000,24TK,2962818,,1.2,,,,,366453,,lader,CTTROT,,4800,SAIU 641727 8,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,24000,26TK,2962809,,1.3,,,,,366453,,lader,CTTROT,,4800,DHIU 062175 1,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,26000,23TK,2962796,,1.15,,,,,366453,,lader,CTTROT,,4800,TWSU 271355 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,26000,23TK,2962797,,1.15,,,,,366453,,lader,CTTROT,,4800,GCAU 797147 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,26000,23TK,2962798,,1.15,,,,,366453,,lader,CTTROT,,4800,GCAU 797128 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,26000,24TK,2962803,,1.2,,,,,366453,,lader,CTTROT,,4800,GCAU 781794 2,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,26000,24TK,2962816,,1.2,,,,,366453,,lader,CTTROT,,4800,GCAU 781784 0,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,26000,24TK,2962819,,1.2,,,,,366453,,lader,CTTROT,,4800,GCAU 777638 1,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,27000,22TK,2964301,,1.1,,,,,366453,,lader,CTTROT,,4800,DHIU 084221 7,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,28000,20TK,2962787,,1,,,,,366453,,lader,CTTROT,,4000,BIDU 491195 6,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,28000,20TK,2962789,,1,,,,,366453,,lader,CTTROT,,4000,BIDU 491586 4,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,28000,20TK,2962790,,1,,,,,366453,,lader,CTTROT,,4000,BIDU 496394 4,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,28000,23TK,2962799,,1.15,,,,,366453,,lader,CTTROT,,4800,EUVU 941525 9,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962800,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 843373 0,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962801,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 143447 8,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962804,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 543670 9,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962805,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 543654 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962806,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 543501 9,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962807,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 143421 0,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962808,,1.3,0,,,,366453,,lader,CTTROT,,4800,FOTU 843553 7,49.13.3,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962810,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 143485 8,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962813,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 843377 1,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962814,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 543635 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962815,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 143468 9,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,29000,26TK,2962817,,1.3,,,,,366453,,lader,CTTROT,,4800,FOTU 143422 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,30000,24TK,2962811,,1.2,,,,,366453,,lader,CTTROT,,4800,ABEU 290001 5,,,,221,11,1
,,CTTROT20210217POL-B,,,,,,30000,24TK,2962812,,1.2,,,,,366453,,lader,CTTROT,,4800,ABEU 290007 8,,,,221,11,1
,,CTTROT20210217POL-B,,,,1268004,3,24000,26TK,2962802,,1.3,1,,,,366453,,lader,CTTROT,,4800,SAIU 641739 1,18.14.1,,,221,11,1
,,CTTROT20210217POL-B,,,,2055000,3,26000,22TK,2962794,,1.1,1,,,,366453,,lader,CTTROT,,4800,GCAU 797129 0,19.14.1,,,221,11,1
,,CTTROT20210217POL-B,,,,2055000,3,26000,22TK,2962795,,1.1,1,,,,366453,,lader,CTTROT,,4800,GCAU 777634 0,20.14.2,,,221,11,1
,,CTTROT20210217POL-B,SGGNS,7,37804963044-5,,,,,,,,,,,,366453,,,,,,,,,,221,11,1
,,CTTROT20210217POL-B,SGGNS,13,33884961070-8,,,,,,,,,,,,366453,,,,,,,,,,221,11,1
,,CTTROT20210217POL-B,SGGRSS,5,37804850098-7,,,,,,,,,,,,366453,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,SGGMRS,3,37804961406-8,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,Sggmrss,2,33884975098-3,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,SGGNS,8,37804980601-1,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,SGGNS,9,37804980607-8,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,SGGNS,10,37804980606-0,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,SGGNS,11,37804980600-3,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,SGGNS,12,37804980602-9,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,SGGNS,13,37804980611-0,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
,,CTTROT20210217PORT,SGGNS,14,37804980603-7,,,,,,,,,,,,367008,,,,,,,,,,221,11,1
