"1859987","EURU 115877 3","20TK","19.12.4","3/02/2021 8:22","$BDPMOM"
"1859988","EURU 115908 6","20TK","19.12.2","3/02/2021 8:14","$BDPMOM"
"1859989","EURU 115913 1","20TK","20.13.2","3/02/2021 7:35","$BDPMOM"
"1859990","EURU 115941 9","20TK","20.12.4","3/02/2021 8:30","$BDPMOM"
"1859991","EURU 115958 0","20TK","20.13.4","3/02/2021 7:49","$BDPMOM"
"1859992","EURU 115961 4","20TK","19.12.3","3/02/2021 8:18","$BDPMOM"
"1859993","EURU 115969 8","20TK","20.12.1","3/02/2021 7:51","$BDPMOM"
"1859994","EURU 115978 5","20TK","21.12.2","8/02/2021 15:25","$BDPMOM"
"1859995","EURU 174953 9","20TK","19.13.2","3/02/2021 8:00","$BDPMOM"
"1859996","EURU 174955 0","20TK","20.13.1","3/02/2021 7:31","$BDPMOM"
"1859997","EXFU 663505 6","20TK","21.12.1","3/02/2021 7:27","$BDPMOM"
"1860053","KRIU 226336 0","20TK","05.10.1","3/02/2021 9:57","$SHUTRO"
"1860098","DHIU 082811 6","23TK","05.01.1","8/02/2021 9:04","$HARTRO"
"1860118","EXFU 878520 3","26TK","09.14.3","8/02/2021 19:46","$HARTRO"
"1860137","TLLU 165430 0","45PW","51.01.1","3/02/2021 10:18","$PCCGDY"
"1860144","CRGU 623514 6","20TK","21.17.1","3/02/2021 10:27","$NEELMA"
"1860145","BUKU 466251 2","30BU","47.05.2","5/02/2021 18:06","$CONTBA"
"1860154","MOTU 063669 8","40HC","27.01.1","4/02/2021 18:22","$CONTBA"
"1860180","UACU 849202 8","40DV","19.06.2","9/02/2021 9:55","$CONTBA"
"1860185","TGBU 216875 0","20DV","15.02.1","4/02/2021 8:27","$CONTBA"
"1860190","BIDU 495425 9","23TK","18.13.1","3/02/2021 10:33","$SHUTRO"
"1860212","DHIU 093018 0","20TK","06.13.3","3/02/2021 20:55","$HARTGL"
"1860222","UTTU 241841 2","20TK","10.05.2","3/02/2021 15:07","$HARTRO"
"1860228","TLLU 165426 0","45PW","09.03.2","9/02/2021 7:56","$PCCGDY"
"1860245","LAFU 321948 2","24TK","05.05.1","4/02/2021 17:01","$BOSCER"
"1860334","TLLU 158839 0","45PW","51.01.2","3/02/2021 14:55","$PCCGDY"
"1860388","EXFU 879629 7","26TK","10.15.1","8/02/2021 19:46","$HARTRO"
"1860403","CBHU 187845 6","40HC","01.16.2","3/02/2021 15:33","$NEELMA"
"1860426","DHIU 157520 2","20TK","37.09.2","3/02/2021 16:16","$HARTRO"
"1860456","TASU 106019 4","20TK","06.13.2","3/02/2021 20:55","$VOTGHA"
"1860459","TCLU 900108 0","20TK","05.12.1","3/02/2021 20:54","$VOTGHA"
"1860481","TCLU 900258 0","20TK","06.12.1","3/02/2021 20:59","$VOTGHA"
"1860486","TCLU 907511 7","20TK","01.14.3","3/02/2021 21:07","$VOTGHA"
"1860492","VTGU 125227 2","20TK","03.14.2","3/02/2021 19:44","$VOTGHA"
"1860500","DHIU 097067 1","20TK","21.12.3","8/02/2021 15:26","$HARTRO"
"1860511","PCVU 288007 0","20TK","26.01.1","4/02/2021 6:44","$PCCGDY"
"1860523","PCVU 260165 9","20TK","11.02.2","6/02/2021 12:18","$PCCGDY"
"1860530","DHIU 194527 2","26TK","11.15.1","4/02/2021 7:19","$HARTRO"
"1860550","EKCU 323387 8","23TK","41.12.1","5/02/2021 18:10","$BOSCER"
"1860552","EXFU 551084 0","20TK","25.11.2","5/02/2021 16:30","$VOTGHA"
"1860557","DHIU 194670 4","26TK","09.14.1","4/02/2021 8:22","$HARTRO"
"1860565","TIFU 522050 5","20TK","21.13.2","8/02/2021 8:50","$NIJMSP"
"1860586","DHIU 105141 6","23TK","02.04.1","4/02/2021 19:12","$HARTRO"
"1860609","UTTU 281035 7","23TK","42.12.1","4/02/2021 17:07","$HARTRO"
"1860655","DHDU 147915 5","20TK","02.01.1","4/02/2021 19:05","$HARTRO"
"1860669","TKRU 306403 0","20DV","26.02.2","4/02/2021 11:08","$PCCGDY"
"1860675","DFSU 712650 3","40DV","13.02.2","7/02/2021 14:40","$CONTBA"
"1860676","FCIU 861284 6","40HC","39.04.1","4/02/2021 18:26","$CONTBA"
"1860677","LASU 002005 5","40BU","09.04.1","7/02/2021 14:30","$SHUTRO"
"1860679","ABEU 580211 5","40BU","39.03.2","7/02/2021 13:17","$BOSCER"
"1860687","DHIU 062664 5","23TK","51.13.1","4/02/2021 11:52","$SHUTRO"
"1860691","DHIU 085025 4","23TK","47.13.1","4/02/2021 11:22","$SHUTRO"
"1860694","UTTU 311085 1","23TK","48.14.2","5/02/2021 13:37","$SHUTRO"
"1860697","TKRU 331508 0","20DV","26.02.1","4/02/2021 11:03","$PCCGDY"
"1860710","SWEU 261021 1","20TK","10.09.1","4/02/2021 11:31","$HARTRO"
"1860717","ZTKU 730251 1","22TK","19.10.1","8/02/2021 13:02","$PCCGDY"
"1860780","ATVU 261017 5","20TK","31.05.2","4/02/2021 18:44","$PCCGDY"
"1860792","ZTKU 625015 7","20TK","04.12.1","4/02/2021 17:37","$PCCGDY"
"1860802","MOVE 100506 1","WLB","03.01.1","4/02/2021 13:11","$SHUTRO"
"1860805","DHIU 073456 8","20TK","25.05.1","7/02/2021 14:43","$SHUTRO"
"1860808","GESU 805940 0","20TK","25.02.1","8/02/2021 8:40","$SHUTRO"
"1860811","FMBU 009319 0","45HC","37.01.1","4/02/2021 12:46","$SHUTRO"
"1860840","DHDU 207449 1","20TK","04.09.1","4/02/2021 13:47","$HARTRO"
"1860842","HLMU 352427 3","24TK","13.13.3","8/02/2021 8:46","$PCCGDY"
"1860870","TWSU 271862 3","26TK","46.01.1","4/02/2021 14:11","$PCCGDY"
"1860948","UACU 828669 1","40DV","49.06.2","5/02/2021 9:06","CTT"
"1861011","GCAU 787911 6","23TK","06.02.1","4/02/2021 15:30","$SHUTRO"
"1861020","GCAU 787910 0","23TK","46.03.1","4/02/2021 18:50","$SHUTRO"
"1861028","CMAU 805908 3","40DV","19.01.1","7/02/2021 13:32","$PCCGDY"
"1861032","RDLU 174273 8","24TK","06.02.2","4/02/2021 16:57","$SHUTRO"
"1861033","DHDU 134194 7","20TK","24.14.3","8/02/2021 10:15","$HARTGL"
"1861034","CRXU 867547 8","20TK","03.13.1","4/02/2021 16:15","$VOTGHA"
"1861037","PCVU 242017 8","20TK","01.13.1","4/02/2021 16:18","$VOTGHA"
"1861040","WAUU 351062 4","24TK","13.13.1","4/02/2021 16:16","$PCCGDY"
"1861042","MTNU 126139 8","20TK","18.05.2","5/02/2021 22:19","$PCCGDY"
"1861044","FOTU 843535 2","26TK","43.04.1","5/02/2021 13:23","$PCCGDY"
"1861054","GESU 803019 8","20TK","01.12.1","5/02/2021 15:45","$VOTGHA"
"1861063","DHDU 134153 0","20TK","24.15.1","8/02/2021 10:16","$HARTGL"
"1861066","RDLU 111225 6","24TK","06.04.1","4/02/2021 17:24","$SHUTRO"
"1861080","FOTU 843344 7","26TK","06.01.1","4/02/2021 18:00","$PCCGDY"
"1861124","VTGU 125106 5","20TK","02.12.1","4/02/2021 18:49","$VOTGHA"
"1861131","DHIU 194584 2","26TK","06.15.1","5/02/2021 10:45","$HARTRO"
"1861132","CXDU 124172 3","40HC","49.06.1","4/02/2021 19:24","CTT"
"1861139","SEGU 809226 0","24TK","21.02.1","4/02/2021 20:48","$SHUTRO"
"1861147","TGBU 804537 3","40HC","09.04.2","9/02/2021 7:11","$CONTBA"
"1861158","UACU 857311 4","40DV","15.04.2","8/02/2021 15:52","$CONTBA"
"1861159","MRSU 383089 9","40HC","41.03.1","5/02/2021 6:46","$CONTBA"
"1861161","HLBU 115014 4","40HC","41.03.2","7/02/2021 12:59","$CONTBA"
"1861162","BEAU 249307 4","20DV","10.02.1","5/02/2021 6:44","$CONTBA"
"1861163","YMLU 348868 0","20DV","10.02.2","5/02/2021 6:48","$CONTBA"
"1861166","PCVU 350017 5","26TK","12.12.2","8/02/2021 8:44","$PCCGDY"
"1861168","FOTU 543511 1","26TK","06.01.2","5/02/2021 8:00","$PCCGDY"
"1861176","EKCU 323384 1","24TK","43.13.3","5/02/2021 7:35","$BOSCER"
"1861196","MEDU 253078 5","20DV","52.09.1","5/02/2021 19:02","$CONTBA"
"1861216","FOTU 843539 4","26TK","08.01.1","6/02/2021 16:44","$PCCGDY"
"1861218","CAXU 671086 8","20DV","11.02.1","6/02/2021 12:18","$PCCGDY"
"1861220","TCKU 315646 7","20DV","35.02.1","5/02/2021 8:36","$PCCGDY"
"1861236","TDTU 312539 8","20DV","21.03.1","5/02/2021 8:50","$PCCGDY"
"1861244","TLLU 158856 0","45PW","11.04.1","5/02/2021 9:04","$PCCGDY"
"1861253","EKCU 233507 3","20TK","28.02.1","5/02/2021 9:16","$BOSCER"
"1861258","DHDU 147558 7","20TK","42.02.2","9/02/2021 11:05","$SHUTRO"
"1861259","DHDU 168073 0","20TK","42.02.1","9/02/2021 10:56","$SHUTRO"
"1861265","DHDU 137504 2","20TK","11.13.2","8/02/2021 8:36","$SHUTRO"
"1861281","TCLU 258546 4","20TK","40.01.2","9/02/2021 11:08","$SHUTRO"
"1861286","BUKU 460477 4","30BU","47.05.1","5/02/2021 10:03","$CONTBA"
"1861287","BUKU 460125 0","30BU","47.04.1","5/02/2021 13:05","$CONTBA"
"1861288","BUKU 462191 4","30BU","49.04.1","9/02/2021 11:38","$CONTBA"
"1861289","MEDU 357786 9","20DV","40.05.2","5/02/2021 10:15","$CONTBA"
"1861290","UACU 362696 8","20DV","25.11.1","5/02/2021 10:31","$CONTBA"
"1861291","HLXU 801701 7","40HC","39.04.2","5/02/2021 10:24","$CONTBA"
"1861292","OOLU 126014 4","20DV","29.05.1","5/02/2021 10:21","$CONTBA"
"1861293","CCLU 379186 4","20DV","15.02.2","8/02/2021 18:53","$CONTBA"
"1861294","OOLU 769817 0","40DV","13.02.1","7/02/2021 11:53","$CONTBA"
"1861297","RFCU 217811 0","20DV","26.05.1","5/02/2021 10:45","$CONTBA"
"1861298","MSCU 458221 0","40DV","31.04.1","5/02/2021 10:39","$CONTBA"
"1861299","TEMU 459290 0","20DV","29.05.2","5/02/2021 10:30","$CONTBA"
"1861302","BUKU 467187 5","30BU","03.06.1","9/02/2021 7:34","$CONTBA"
"1861303","BUKU 463658 1","30BU","04.06.1","9/02/2021 7:44","$CONTBA"
"1861305","GLDU 375718 0","20DV","09.02.2","7/02/2021 14:27","$CONTBA"
"1861306","MEDU 364291 7","20DV","21.04.2","8/02/2021 8:37","$CONTBA"
"1861307","GLDU 960404 4","20DV","09.02.1","7/02/2021 14:27","$CONTBA"
"1861308","HLBU 197833 4","40HC","13.01.1","5/02/2021 10:11","$CONTBA"
"1861311","DHDU 135568 4","20TK","27.09.1","5/02/2021 10:14","$HARTRO"
"1861317","TDTU 058717 6","20DV","41.02.2","5/02/2021 12:12","$PCCGDY"
"1861378","TDRU 330601 7","20DV","36.01.1","7/02/2021 13:24","$PCCGDY"
"1861386","TRLU 930432 0","20DV","46.01.2","9/02/2021 10:53","$PCCGDY"
"1861392","TLLU 160418 8","45PW","17.03.1","9/02/2021 7:12","$PCCGDY"
"1861399","IBTU 131040 6","23TK","42.12.2","5/02/2021 14:57","$HARTRO"
"1861412","CCLU 795795 3","40HC","51.07.1","5/02/2021 12:17","$CONTBA"
"1861413","OOCU 795731 4","40HC","51.06.1","5/02/2021 12:10","$CONTBA"
"1861414","SEGU 451383 9","40HC","51.06.2","5/02/2021 12:11","$CONTBA"
"1861415","TCNU 385793 9","40HC","51.07.2","6/02/2021 16:55","$CONTBA"
"1861423","PCVU 288038 4","20TK","41.02.1","5/02/2021 11:22","$PCCGDY"
"1861468","TTNU 370585 7","20DV","27.02.2","5/02/2021 22:49","$PCCGDY"
"1861469","TDTU 108908 0","20DV","32.03.1","5/02/2021 12:31","$PCCGDY"
"1861470","TCKU 331317 0","20DV","32.03.2","5/02/2021 12:34","$PCCGDY"
"1861486","HLBU 295906 7","20DV","52.11.1","9/02/2021 8:45","$CONTBA"
"1861487","CAIU 216494 1","20DV","21.04.1","8/02/2021 8:33","$PCCGDY"
"1861497","PCVU 350056 0","26TK","20.14.3","9/02/2021 10:58","$PCCGDY"
"1861512","KRIU 226041 7","20TK","07.12.1","5/02/2021 13:28","$PCCGDY"
"1861515","TWSU 271863 9","22TK","05.02.2","8/02/2021 8:53","$PCCGDY"
"1861517","EXFU 877417 4","26TK","20.14.2","9/02/2021 10:57","$PCCGDY"
"1861518","PCVU 350054 0","26TK","51.13.2","5/02/2021 18:37","$PCCGDY"
"1861544","ECMU 119378 7","20DV","27.02.1","5/02/2021 22:43","$PCCGDY"
"1861545","TWRU 133008 0","23TK","12.12.1","8/02/2021 8:41","$PCCGDY"
"1861549","SEGU 813534 1","20TK","12.13.3","8/02/2021 8:34","$PCCGDY"
"1861564","TCLU 140573 7","20DV","31.02.1","5/02/2021 22:29","$PCCGDY"
"1861566","UTTU 241790 4","20TK","29.01.2","8/02/2021 18:46","$SHUTRO"
"1861570","EURU 166173 0","20TK","18.17.2","8/02/2021 16:26","$HARTRO"
"1861580","ECMU 137041 3","20DV","16.01.2","5/02/2021 22:29","$PCCGDY"
"1861582","TCLU 617045 0","20DV","16.01.1","5/02/2021 22:27","$PCCGDY"
"1861583","BIDU 490682 0","20TK","35.01.1","5/02/2021 22:19","$PCCGDY"
"1861600","TTNU 152487 0","20DV","28.03.1","5/02/2021 14:49","$PCCGDY"
"1861601","DHDU 137856 6","20TK","01.13.2","5/02/2021 14:46","$HARTGL"
"1861614","PVDU 113100 5","45PW","45.06.1","5/02/2021 15:58","$PCCGDY"
"1861615","PVDU 112425 9","45PW","37.01.2","5/02/2021 22:22","$PCCGDY"
"1861617","MOVE 100526 7","WLB","39.06.1","5/02/2021 15:01","$SHUTRO"
"1861621","DHDU 197002 4","20TK","35.05.1","5/02/2021 15:03","$HARTRO"
"1861630","RDLU 184287 1","24TK","46.03.2","9/02/2021 11:12","$SHUTRO"
"1861634","DHIU 194579 7","26TK","41.13.3","5/02/2021 15:14","$HARTRO"
"1861649","VTGU 995085 5","25TK","11.13.1","8/02/2021 8:36","$SHUTRO"
"1861651","ABEU 263260 6","20TK","36.09.3","5/02/2021 15:49","$BOSCER"
"1861652","FOTU 543607 8","26TK","13.13.2","8/02/2021 8:40","$PCCGDY"
"1861657","FOTU 843534 7","22TK","43.04.2","5/02/2021 16:14","$PCCGDY"
"1861660","ECBU 461635 9","45HC","29.02.1","6/02/2021 15:47","$SHUTRO"
"1861668","ABEU 262908 0","20TK","16.02.1","5/02/2021 22:56","$BOSCER"
"1861669","RDLU 151242 1","24TK","18.10.2","8/02/2021 17:25","$SHUTRO"
"1861678","TLLU 159053 0","45PW","19.06.1","9/02/2021 9:55","$PCCGDY"
